member_status_history_id,member_id,status,status_start_at,status_end_at,changed_by,change_reason
8613,1754,Active,2023-05-30 04:19:54,2024-02-01,system,Membership active before annual renewal
8614,1754,Pending Renewal,2024-02-01 00:00:00,2024-07-16,membership_officer,Renewal payment received
8615,1754,Active,2024-07-16 00:00:00,2025-02-01,system,Membership active before annual renewal
8616,1754,Pending Renewal,2025-02-01 00:00:00,2025-03-21,membership_officer,Renewal payment received
8617,1754,Active,2025-03-21 00:00:00,2026-02-01,system,Membership active before annual renewal
8618,1754,Pending Renewal,2026-02-01 00:00:00,2026-04-12,system,Renewal payment received
8619,1754,Active,2026-04-12 00:00:00,,system,Current member status
8620,1755,Active,2021-08-08 21:37:50,2022-02-01,system,Membership active before annual renewal
8621,1755,Pending Renewal,2022-02-01 00:00:00,2022-04-10,finance_officer,Renewal payment received
8622,1755,Active,2022-04-10 00:00:00,2023-02-01,system,Membership active before annual renewal
8623,1755,Pending Renewal,2023-02-01 00:00:00,2023-04-08,finance_officer,Renewal payment received
8624,1755,Active,2023-04-08 00:00:00,2024-02-01,system,Membership active before annual renewal
8625,1755,Pending Renewal,2024-02-01 00:00:00,2024-02-18,finance_officer,Renewal payment received
8626,1755,Active,2024-02-18 00:00:00,2025-02-01,system,Membership active before annual renewal
8627,1755,Pending Renewal,2025-02-01 00:00:00,2025-04-19,finance_officer,Renewal payment received
8628,1755,Active,2025-04-19 00:00:00,2026-02-01,system,Membership active before annual renewal
8629,1755,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8630,1756,Active,2026-05-18 11:40:08,,system,Current member status
8631,1757,Active,2022-10-08 19:12:39,2023-02-01,system,Membership active before annual renewal
8632,1757,Pending Renewal,2023-02-01 00:00:00,2023-06-26,finance_officer,Renewal payment received
8633,1757,Active,2023-06-26 00:00:00,2024-02-01,system,Membership active before annual renewal
8634,1757,Pending Renewal,2024-02-01 00:00:00,2024-03-01,finance_officer,Renewal payment received
8635,1757,Active,2024-03-01 00:00:00,2025-02-01,system,Membership active before annual renewal
8636,1757,Pending Renewal,2025-02-01 00:00:00,2025-06-08,membership_officer,Renewal payment received
8637,1757,Active,2025-06-08 00:00:00,2026-02-01,system,Membership active before annual renewal
8638,1757,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8639,1758,Active,2025-05-16 13:53:45,2026-02-01,system,Membership active before annual renewal
8640,1758,Pending Renewal,2026-02-01 00:00:00,2026-04-24,system,Renewal payment received
8641,1758,Active,2026-04-24 00:00:00,,system,Current member status
8642,1759,Active,2022-12-21 04:29:39,2023-02-01,system,Membership active before annual renewal
8643,1759,Pending Renewal,2023-02-01 00:00:00,2023-06-19,finance_officer,Renewal payment received
8644,1759,Active,2023-06-19 00:00:00,2024-02-01,system,Membership active before annual renewal
8645,1759,Pending Renewal,2024-02-01 00:00:00,2024-05-12,system,Renewal payment received
8646,1759,Active,2024-05-12 00:00:00,2025-02-01,system,Membership active before annual renewal
8647,1759,Pending Renewal,2025-02-01 00:00:00,2025-03-22,membership_officer,Renewal payment received
8648,1759,Active,2025-03-22 00:00:00,2026-02-01,system,Membership active before annual renewal
8649,1759,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8650,1760,Active,2025-11-10 04:40:06,2026-02-01,system,Membership active before annual renewal
8651,1760,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8652,1761,Active,2024-11-04 00:53:25,2025-02-01,system,Membership active before annual renewal
8653,1761,Pending Renewal,2025-02-01 00:00:00,2025-07-11,system,Renewal payment received
8654,1761,Active,2025-07-11 00:00:00,2026-02-01,system,Membership active before annual renewal
8655,1761,Pending Renewal,2026-02-01 00:00:00,2026-02-16,finance_officer,Renewal payment received
8656,1761,Active,2026-02-16 00:00:00,,system,Current member status
8657,1762,Active,2021-11-20 08:42:31,2022-02-01,system,Membership active before annual renewal
8658,1762,Pending Renewal,2022-02-01 00:00:00,2022-05-29,system,Renewal payment received
8659,1762,Active,2022-05-29 00:00:00,2023-02-01,system,Membership active before annual renewal
8660,1762,Pending Renewal,2023-02-01 00:00:00,2023-06-18,finance_officer,Renewal payment received
8661,1762,Active,2023-06-18 00:00:00,2024-02-01,system,Membership active before annual renewal
8662,1762,Pending Renewal,2024-02-01 00:00:00,2024-07-09,finance_officer,Renewal payment received
8663,1762,Active,2024-07-09 00:00:00,2025-02-01,system,Membership active before annual renewal
8664,1762,Pending Renewal,2025-02-01 00:00:00,2025-03-27,finance_officer,Renewal payment received
8665,1762,Active,2025-03-27 00:00:00,2026-02-01,system,Membership active before annual renewal
8666,1762,Pending Renewal,2026-02-01 00:00:00,2026-04-18,finance_officer,Renewal payment received
8667,1762,Active,2026-04-18 00:00:00,,system,Current member status
8668,1763,Active,2022-08-16 04:09:24,2023-02-01,system,Membership active before annual renewal
8669,1763,Pending Renewal,2023-02-01 00:00:00,2023-03-05,finance_officer,Renewal payment received
8670,1763,Active,2023-03-05 00:00:00,2024-02-01,system,Membership active before annual renewal
8671,1763,Pending Renewal,2024-02-01 00:00:00,2024-06-08,membership_officer,Renewal payment received
8672,1763,Active,2024-06-08 00:00:00,2025-02-01,system,Membership active before annual renewal
8673,1763,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8674,1763,Inactive,2025-08-01 00:00:00,,system,Current member status
8675,1764,Active,2023-05-13 13:07:20,2024-02-01,system,Membership active before annual renewal
8676,1764,Pending Renewal,2024-02-01 00:00:00,2024-02-07,finance_officer,Renewal payment received
8677,1764,Active,2024-02-07 00:00:00,2025-02-01,system,Membership active before annual renewal
8678,1764,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8679,1764,Inactive,2025-08-01 00:00:00,,system,Current member status
8680,1765,Active,2023-10-31 12:44:40,2024-02-01,system,Membership active before annual renewal
8681,1765,Pending Renewal,2024-02-01 00:00:00,2024-07-11,membership_officer,Renewal payment received
8682,1765,Active,2024-07-11 00:00:00,2025-02-01,system,Membership active before annual renewal
8683,1765,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8684,1765,Inactive,2025-08-01 00:00:00,,system,Current member status
8685,1766,Active,2021-12-17 09:17:18,2022-02-01,system,Membership active before annual renewal
8686,1766,Pending Renewal,2022-02-01 00:00:00,2022-08-01,system,Renewal overdue for more than 6 months
8687,1766,Inactive,2022-08-01 00:00:00,2023-08-01,system,Inactive for more than 1 year
8688,1766,Cancelled,2023-08-01 00:00:00,,system,Current member status
8689,1767,Active,2023-01-13 04:23:23,2024-02-01,system,Membership active before annual renewal
8690,1767,Pending Renewal,2024-02-01 00:00:00,2024-06-24,finance_officer,Renewal payment received
8691,1767,Active,2024-06-24 00:00:00,2025-02-01,system,Membership active before annual renewal
8692,1767,Pending Renewal,2025-02-01 00:00:00,2025-06-27,finance_officer,Renewal payment received
8693,1767,Active,2025-06-27 00:00:00,2026-02-01,system,Membership active before annual renewal
8694,1767,Pending Renewal,2026-02-01 00:00:00,2026-05-26,finance_officer,Renewal payment received
8695,1767,Active,2026-05-26 00:00:00,,system,Current member status
8696,1768,Active,2022-08-16 04:52:36,2023-02-01,system,Membership active before annual renewal
8697,1768,Pending Renewal,2023-02-01 00:00:00,2023-08-01,system,Renewal overdue for more than 6 months
8698,1768,Inactive,2023-08-01 00:00:00,2024-08-01,system,Inactive for more than 1 year
8699,1768,Cancelled,2024-08-01 00:00:00,,system,Current member status
8700,1769,Active,2022-09-26 06:54:10,2023-02-01,system,Membership active before annual renewal
8701,1769,Pending Renewal,2023-02-01 00:00:00,2023-06-26,finance_officer,Renewal payment received
8702,1769,Active,2023-06-26 00:00:00,2024-02-01,system,Membership active before annual renewal
8703,1769,Pending Renewal,2024-02-01 00:00:00,2024-02-08,membership_officer,Renewal payment received
8704,1769,Active,2024-02-08 00:00:00,2025-02-01,system,Membership active before annual renewal
8705,1769,Pending Renewal,2025-02-01 00:00:00,2025-02-22,membership_officer,Renewal payment received
8706,1769,Active,2025-02-22 00:00:00,2026-02-01,system,Membership active before annual renewal
8707,1769,Pending Renewal,2026-02-01 00:00:00,2026-02-27,system,Renewal payment received
8708,1769,Active,2026-02-27 00:00:00,,system,Current member status
8709,1770,Active,2022-11-27 17:50:05,2023-02-01,system,Membership active before annual renewal
8710,1770,Pending Renewal,2023-02-01 00:00:00,2023-06-10,finance_officer,Renewal payment received
8711,1770,Active,2023-06-10 00:00:00,2024-02-01,system,Membership active before annual renewal
8712,1770,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8713,1770,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
8714,1770,Cancelled,2025-08-01 00:00:00,,system,Current member status
8715,1771,Active,2025-08-27 12:46:12,2026-02-01,system,Membership active before annual renewal
8716,1771,Pending Renewal,2026-02-01 00:00:00,2026-02-02,system,Renewal payment received
8717,1771,Active,2026-02-02 00:00:00,,system,Current member status
8718,1772,Active,2026-02-20 03:47:54,,system,Current member status
8719,1773,Active,2025-05-16 07:19:12,2026-02-01,system,Membership active before annual renewal
8720,1773,Pending Renewal,2026-02-01 00:00:00,2026-04-21,finance_officer,Renewal payment received
8721,1773,Active,2026-04-21 00:00:00,,system,Current member status
8722,1774,Active,2024-11-26 15:00:03,2025-02-01,system,Membership active before annual renewal
8723,1774,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8724,1774,Inactive,2025-08-01 00:00:00,,system,Current member status
8725,1775,Active,2024-06-23 04:31:50,2025-02-01,system,Membership active before annual renewal
8726,1775,Pending Renewal,2025-02-01 00:00:00,2025-07-16,system,Renewal payment received
8727,1775,Active,2025-07-16 00:00:00,2026-02-01,system,Membership active before annual renewal
8728,1775,Pending Renewal,2026-02-01 00:00:00,2026-02-06,finance_officer,Renewal payment received
8729,1775,Active,2026-02-06 00:00:00,,system,Current member status
8730,1776,Active,2026-04-15 10:20:28,,system,Current member status
8731,1777,Active,2024-03-31 06:25:29,2025-02-01,system,Membership active before annual renewal
8732,1777,Pending Renewal,2025-02-01 00:00:00,2025-02-08,finance_officer,Renewal payment received
8733,1777,Active,2025-02-08 00:00:00,2026-02-01,system,Membership active before annual renewal
8734,1777,Pending Renewal,2026-02-01 00:00:00,2026-02-15,finance_officer,Renewal payment received
8735,1777,Active,2026-02-15 00:00:00,,system,Current member status
8736,1778,Active,2025-09-25 22:49:57,2026-02-01,system,Membership active before annual renewal
8737,1778,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8738,1779,Active,2024-08-24 07:00:38,2025-02-01,system,Membership active before annual renewal
8739,1779,Pending Renewal,2025-02-01 00:00:00,2025-05-09,membership_officer,Renewal payment received
8740,1779,Active,2025-05-09 00:00:00,2026-02-01,system,Membership active before annual renewal
8741,1779,Pending Renewal,2026-02-01 00:00:00,2026-04-08,membership_officer,Renewal payment received
8742,1779,Active,2026-04-08 00:00:00,,system,Current member status
8743,1780,Active,2021-11-01 09:58:57,2022-02-01,system,Membership active before annual renewal
8744,1780,Pending Renewal,2022-02-01 00:00:00,2022-05-29,system,Renewal payment received
8745,1780,Active,2022-05-29 00:00:00,2023-02-01,system,Membership active before annual renewal
8746,1780,Pending Renewal,2023-02-01 00:00:00,2023-04-12,finance_officer,Renewal payment received
8747,1780,Active,2023-04-12 00:00:00,2024-02-01,system,Membership active before annual renewal
8748,1780,Pending Renewal,2024-02-01 00:00:00,2024-03-05,system,Renewal payment received
8749,1780,Active,2024-03-05 00:00:00,2025-02-01,system,Membership active before annual renewal
8750,1780,Pending Renewal,2025-02-01 00:00:00,2025-08-01,system,Renewal overdue for more than 6 months
8751,1780,Inactive,2025-08-01 00:00:00,,system,Current member status
8752,1781,Active,2023-03-24 15:40:07,2024-02-01,system,Membership active before annual renewal
8753,1781,Pending Renewal,2024-02-01 00:00:00,2024-05-09,finance_officer,Renewal payment received
8754,1781,Active,2024-05-09 00:00:00,2025-02-01,system,Membership active before annual renewal
8755,1781,Pending Renewal,2025-02-01 00:00:00,2025-02-13,finance_officer,Renewal payment received
8756,1781,Active,2025-02-13 00:00:00,2026-02-01,system,Membership active before annual renewal
8757,1781,Pending Renewal,2026-02-01 00:00:00,2026-04-26,system,Renewal payment received
8758,1781,Active,2026-04-26 00:00:00,,system,Current member status
8759,1782,Active,2024-09-04 19:06:54,2025-02-01,system,Membership active before annual renewal
8760,1782,Pending Renewal,2025-02-01 00:00:00,2025-02-27,finance_officer,Renewal payment received
8761,1782,Active,2025-02-27 00:00:00,2026-02-01,system,Membership active before annual renewal
8762,1782,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8763,1783,Active,2023-12-22 23:10:52,2024-02-01,system,Membership active before annual renewal
8764,1783,Pending Renewal,2024-02-01 00:00:00,2024-07-30,membership_officer,Renewal payment received
8765,1783,Active,2024-07-30 00:00:00,2025-02-01,system,Membership active before annual renewal
8766,1783,Pending Renewal,2025-02-01 00:00:00,2025-07-10,system,Renewal payment received
8767,1783,Active,2025-07-10 00:00:00,2026-02-01,system,Membership active before annual renewal
8768,1783,Pending Renewal,2026-02-01 00:00:00,,system,Current member status
8769,1784,Active,2025-02-26 04:52:17,2026-02-01,system,Membership active before annual renewal
8770,1784,Pending Renewal,2026-02-01 00:00:00,2026-02-02,membership_officer,Renewal payment received
8771,1784,Active,2026-02-02 00:00:00,,system,Current member status
8772,1785,Active,2022-05-19 20:35:18,2023-02-01,system,Membership active before annual renewal
8773,1785,Pending Renewal,2023-02-01 00:00:00,2023-02-13,system,Renewal payment received
8774,1785,Active,2023-02-13 00:00:00,2024-02-01,system,Membership active before annual renewal
8775,1785,Pending Renewal,2024-02-01 00:00:00,2024-08-01,system,Renewal overdue for more than 6 months
8776,1785,Inactive,2024-08-01 00:00:00,2025-08-01,system,Inactive for more than 1 year
